epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_sec
1,0.0025261787232011557,0.5126903553299492,1.1034855842590332,0.3384615384615385,0.1659825010028726
2,0.002696121344342828,0.3553299492385787,1.0736478567123413,0.4461538461538462,0.012734127998555778
3,0.002496534027159214,0.5126903553299492,1.138356328010559,0.46153846153846156,0.008379425002203789
4,0.0025533472653478384,0.5101522842639594,1.1646333932876587,0.46153846153846156,0.00786891999814543
5,0.0025809926446527243,0.5152284263959391,1.130468726158142,0.46153846153846156,0.007939947001432301
6,0.002503590891137719,0.5126903553299492,1.0948617458343506,0.4461538461538462,0.007863768998504383
7,0.002447308273985982,0.5228426395939086,1.0877704620361328,0.4307692307692308,0.008163365000655176
8,0.002463527023792267,0.4949238578680203,1.0920673608779907,0.3384615384615385,0.007910853000794305
9,0.002487034071236849,0.4543147208121827,1.0897536277770996,0.35384615384615387,0.0077859770026407205
10,0.002464310498908162,0.4796954314720812,1.0854867696762085,0.49230769230769234,0.007804563003446674
11,0.0024186577647924423,0.5406091370558376,1.093900203704834,0.46153846153846156,0.007663456999580376
12,0.0023973488714545965,0.5329949238578681,1.1107271909713745,0.46153846153846156,0.007786329999362351
13,0.0024063107557594776,0.5177664974619289,1.1210036277770996,0.46153846153846156,0.00773848300013924
14,0.002414132934063673,0.5177664974619289,1.1157151460647583,0.46153846153846156,0.007721778998529771
15,0.0023965188302099705,0.5177664974619289,1.1032752990722656,0.4461538461538462,0.007738987998891389
16,0.002369490684941411,0.5329949238578681,1.0935096740722656,0.46153846153846156,0.007978456997079775
17,0.0023535313084721565,0.5406091370558376,1.0917367935180664,0.47692307692307695,0.007812760999513557
18,0.0023550379555672407,0.5786802030456852,1.094260811805725,0.4461538461538462,0.007842929000617005
19,0.00235720700584352,0.5609137055837563,1.0961238145828247,0.46153846153846156,0.0076857710009790026
20,0.002346097258850932,0.5736040609137056,1.0976862907409668,0.49230769230769234,0.007627088998560794
21,0.0023270193487405777,0.5786802030456852,1.1034555435180664,0.4461538461538462,0.007762426997942384
22,0.002314259298145771,0.5558375634517766,1.1093449592590332,0.4461538461538462,0.007618888001161395
23,0.0023125149309635162,0.5406091370558376,1.1144530773162842,0.4461538461538462,0.007683520001592115
24,0.002311909105628729,0.5355329949238579,1.1128305196762085,0.4461538461538462,0.007666564000828657
25,0.002303571440279484,0.5355329949238579,1.1081429719924927,0.4307692307692308,0.00767122199977166
26,0.0022901587653905153,0.5431472081218274,1.102764368057251,0.4461538461538462,0.007749848999083042
27,0.0022800483275204897,0.5736040609137056,1.1029447317123413,0.49230769230769234,0.007711307000136003
28,0.0022770226933062077,0.5939086294416244,1.1042367219924927,0.47692307692307695,0.007656503999896813
29,0.002273899270221591,0.5989847715736041,1.106520414352417,0.47692307692307695,0.007548288001999026
30,0.0022670826874673367,0.5939086294416244,1.1086839437484741,0.49230769230769234,0.007604998998431256
31,0.0022564188111573458,0.6091370558375635,1.1113882064819336,0.46153846153846156,0.007564165000076173
32,0.0022485856898128986,0.6015228426395939,1.115549921989441,0.4307692307692308,0.007598108000820503
33,0.0022451807744801044,0.5685279187817259,1.116286039352417,0.4307692307692308,0.007678025998757221
34,0.002241117414087057,0.565989847715736,1.1146785020828247,0.4307692307692308,0.0075492319992918056
35,0.0022345902398228645,0.5710659898477157,1.1125751733779907,0.4307692307692308,0.007696974997088546
36,0.002226781565696001,0.5939086294416244,1.1102614402770996,0.46153846153846156,0.007632196000486147
37,0.002220400609076023,0.616751269035533,1.1100660562515259,0.4307692307692308,0.007654373999685049
38,0.002216713735833764,0.6218274111675127,1.1130257844924927,0.4307692307692308,0.014491149999230402
39,0.0022121132351458073,0.6218274111675127,1.1146334409713745,0.4307692307692308,0.0161623439998948
40,0.002205890603363514,0.6192893401015228,1.1175931692123413,0.4461538461538462,0.010628553001879482
41,0.0021991196554154158,0.6142131979695431,1.1198316812515259,0.46153846153846156,0.008289944998978171
42,0.0021936644334346056,0.6142131979695431,1.1218900680541992,0.4461538461538462,0.00797169500219752
43,0.0021903160959482193,0.6065989847715736,1.1216496229171753,0.4461538461538462,0.010802667999087134
44,0.0021854357328265905,0.6040609137055838,1.120342493057251,0.4461538461538462,0.009170051998808049
45,0.0021797569934278727,0.6065989847715736,1.1203124523162842,0.4461538461538462,0.008300600002257852
46,0.002174090826883912,0.6065989847715736,1.1206430196762085,0.4153846153846154,0.008554202999221161
47,0.002169538289308548,0.616751269035533,1.1216496229171753,0.4307692307692308,0.008896388997527538
48,0.0021653410512953997,0.6192893401015228,1.1230769157409668,0.4307692307692308,0.00933286399958888
49,0.0021599538158625364,0.6218274111675127,1.1272536516189575,0.4153846153846154,0.009249237002222799
50,0.002155119786038995,0.6192893401015228,1.1290414333343506,0.4461538461538462,0.011208639996766578
