epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_sec
1,1.082904285430908,0.419,0.6300670541127523,0.8316666666666667,0.06143585799873108
2,0.5492348437309265,0.866,0.3304674496650696,0.9476666666666667,0.047124938002525596
3,0.2964715541601181,0.947,0.19391878167788187,0.9686666666666667,0.045745393999823136
4,0.17967623579502107,0.967,0.12725736514727273,0.98,0.045653031000256306
5,0.12177933895587921,0.974,0.09105903152624766,0.9853333333333333,0.04561207699953229
6,0.08953799784183503,0.984,0.06985069012641906,0.9886666666666667,0.045555468001111876
7,0.07013613539934159,0.985,0.05625299231211344,0.9903333333333333,0.045515707999584265
8,0.05700881159305572,0.989,0.04705813742677371,0.991,0.04488415699961479
9,0.04771312153339386,0.992,0.04060154429078102,0.9923333333333333,0.044891077999636764
10,0.04089134475588799,0.993,0.035878106286128364,0.9933333333333333,0.04483041799903731
11,0.03550064328312874,0.994,0.03228809244434039,0.9936666666666667,0.04498769999918295
12,0.031669500574469565,0.997,0.029540985286235808,0.9946666666666667,0.04472517699832679
13,0.02850295378267765,0.997,0.027389102657636007,0.995,0.04493676499987487
14,0.0258919969946146,0.998,0.02570131543278694,0.9956666666666667,0.044735195999237476
15,0.02386916495859623,0.998,0.024342812081178028,0.9956666666666667,0.04511371999979019
16,0.02216442212462425,0.998,0.02328092622756958,0.996,0.04485169799954747
17,0.020738360658288,0.998,0.022394185781478882,0.9956666666666667,0.045027652002318064
18,0.019497683584690093,0.998,0.021666394581397373,0.996,0.04450213399832137
19,0.018417467892169952,0.998,0.02104773266116778,0.9956666666666667,0.044733339000231354
20,0.017529798731207847,0.998,0.020412000273664792,0.9956666666666667,0.04457242599892197
21,0.016714469395577906,0.998,0.01987908574938774,0.9956666666666667,0.04476224499740056
22,0.015922610953450204,0.998,0.01943604563176632,0.9956666666666667,0.044598539996513864
23,0.015275650218129159,0.998,0.018960769136746724,0.996,0.044601271001738496
24,0.014689688414335251,0.999,0.01860045211513837,0.996,0.04458338100084802
25,0.01412028781324625,0.999,0.0182092781017224,0.996,0.04481611100345617
26,0.013617477633059025,0.999,0.017853588610887528,0.996,0.044759080999938305
27,0.013199540175497532,0.999,0.017575757722059885,0.9963333333333333,0.045054753001750214
28,0.012747765272855758,0.999,0.01730656153957049,0.9963333333333333,0.044835587999841664
29,0.012373429045081138,0.999,0.01707476585606734,0.996,0.044808282000303734
30,0.011984320558607578,0.999,0.016772163247068723,0.9963333333333333,0.04660748899914324
31,0.011623999714851379,0.999,0.01655012377599875,0.9963333333333333,0.05103636599960737
32,0.011309904143214226,0.999,0.016356927260756493,0.9963333333333333,0.080508031998761
33,0.011030595503747463,0.999,0.01613900224864483,0.9963333333333333,0.06380206199901295
34,0.01071433836966753,0.999,0.01591670700411002,0.9963333333333333,0.05419142000027932
35,0.010457715854048729,0.999,0.01570405845840772,0.9963333333333333,0.0545397089990729
36,0.010180734053254127,0.999,0.01552596693734328,0.9966666666666667,0.05338398599997163
37,0.009946020767092705,0.999,0.015316866825024287,0.9966666666666667,0.053715174999524606
38,0.009696572244167328,0.999,0.015171096434195836,0.9966666666666667,0.3280739590009034
39,0.009438888370990753,1.0,0.01502095451951027,0.9966666666666667,0.05327290300192544
40,0.009235976926982402,1.0,0.014841587310036023,0.9966666666666667,0.051816746999975294
41,0.009035952061414719,1.0,0.014699515382448833,0.9966666666666667,0.051597200999822235
42,0.00881335547938943,1.0,0.01454034768541654,0.9966666666666667,0.051083099002426025
43,0.008635011002421379,1.0,0.01440208453933398,0.9966666666666667,0.0510429589994601
44,0.00844220569729805,1.0,0.014218115811546644,0.9966666666666667,0.05097268800091115
45,0.008264205820858479,1.0,0.014038025210301081,0.9966666666666667,0.05109291999906418
46,0.008082241348922253,1.0,0.013880352889498074,0.9966666666666667,0.050894808999146335
47,0.007931302253156901,1.0,0.013725381200512251,0.9963333333333333,0.0509937489987351
48,0.00774661373347044,1.0,0.013608821998039882,0.9963333333333333,0.05164146600145614
49,0.007601497352123261,1.0,0.013490671098232269,0.9963333333333333,0.05173260300216498
50,0.007455721192061901,1.0,0.013382682596643766,0.9963333333333333,0.05117034800059628
